ID Number,Year,House,Gender,Interested,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
3486,Senior,Eliot,Female,Both,B,B,B,C,B,C,A,C,E,E,B,B,C,D,B,A,C,D,B,E,D,A,B,C,A,C,D,A,B,B,B,C
3487,Sophomore,Cabot,Male,Men,B,B,B,B,D,E,C,E,A,E,D,D,E,E,B,A,E,D,A,E,B,D,C,B,B,C,A,A,A,A,A,D
3488,Sophomore,Kirkland,Male,Women,A,A,D,C,D,C,D,A,C,E,E,B,E,E,E,B,B,D,E,E,D,E,D,E,D,C,A,D,B,C,A,A
3489,Sophomore,Lowell,Male,Women,E,D,D,D,B,A,E,D,C,E,D,C,B,A,D,E,C,C,A,A,C,C,E,E,B,D,B,E,C,A,C,E
3490,Sophomore,Dunster,Male,Women,E,D,C,A,B,E,A,C,A,A,E,E,A,D,D,B,D,D,C,E,D,A,D,D,C,B,E,D,B,A,E,B
3491,Junior,Quincy,Female,Men,C,D,E,E,E,B,E,D,A,D,D,B,C,D,B,E,B,B,E,B,D,C,A,D,D,B,A,A,D,E,B,B
3493,Senior,Adams,Female,Men,D,D,C,C,A,B,A,D,A,D,B,B,C,C,B,B,B,B,D,B,D,C,B,A,D,C,E,A,A,C,A,E
3494,Sophomore,Lowell,Female,Women,C,D,B,B,C,C,A,B,C,D,C,B,A,D,E,C,E,D,A,B,D,A,E,D,C,A,C,C,B,B,A,A
3495,Freshman,Matthews,Female,Men,C,D,B,C,C,C,A,D,A,A,E,D,C,E,B,E,B,D,A,B,D,C,A,A,D,B,A,E,D,B,B,B
3496,Senior,Adams,Male,Women,B,B,D,B,B,C,D,A,B,E,E,E,B,C,D,A,D,E,B,C,D,B,E,B,A,D,A,D,D,E,C,C
3497,Senior,Leverett,Female,Men,B,D,A,C,C,C,A,C,C,E,C,B,A,D,B,C,B,C,E,B,C,D,D,D,D,B,E,A,B,D,A,E
3498,Junior,Quincy,Male,Women,C,A,C,C,C,D,A,C,A,B,D,A,B,D,D,C,B,C,E,A,B,B,E,A,C,B,C,A,B,C,A,D
3499,Senior,Lowell,Male,Women,A,C,D,C,B,E,D,A,A,B,D,A,B,C,B,C,E,A,D,A,A,B,B,B,C,D,E,A,D,D,A,E
3500,Freshman,Weld,Female,Men,C,A,E,A,B,B,B,C,A,D,B,B,E,B,B,C,A,D,E,A,D,B,D,A,B,C,B,B,D,A,E,C
3501,Senior,Leverett,Female,Men,C,A,C,E,A,A,A,C,A,A,D,B,E,D,A,A,B,D,D,C,D,B,A,B,C,A,E,C,D,D,B,A
3502,Senior,Adams,Female,Both,C,E,C,D,B,A,A,D,E,D,C,B,D,A,B,B,D,D,E,C,D,B,E,C,E,D,A,C,D,D,A,C
3503,Freshman,Straus,Male,Women,B,B,C,A,E,D,A,A,A,B,C,C,E,E,D,A,C,C,E,A,A,D,D,A,C,B,C,B,B,A,A,E
3504,Freshman,Thayer,Male,Women,E,E,C,A,B,C,E,A,A,C,D,C,B,A,B,A,B,A,E,A,A,D,E,A,B,B,A,D,D,D,C,B
3505,Sophomore,Dunster,Female,Men,C,C,A,C,E,A,A,A,B,D,E,B,B,D,B,A,E,D,E,B,E,D,E,D,D,B,A,A,D,C,C,A
3506,Freshman,Matthews,Female,Both,A,A,E,A,C,E,A,C,C,B,D,E,D,B,A,E,B,E,E,D,C,B,D,E,C,E,B,D,D,A,A,B
3508,Junior,Currier,Male,Women,E,A,C,E,B,B,A,D,A,C,C,D,B,B,B,A,E,C,E,E,D,A,D,C,D,B,C,B,D,B,A,C
3509,Freshman,Matthews,Female,Both,A,D,A,C,E,B,A,B,A,D,A,B,E,D,B,A,C,B,D,E,E,D,B,B,B,C,B,A,D,A,A,A
3510,Junior,Mather,Male,Women,B,D,C,A,A,D,A,E,A,B,B,B,E,B,E,C,E,D,A,C,A,E,A,B,B,B,E,B,D,D,B,E
3511,Sophomore,Quincy,Female,Men,B,A,E,E,B,D,C,B,A,C,C,E,E,B,C,A,C,D,B,A,B,D,E,E,C,E,A,B,C,C,D,B
3512,Junior,Adams,Male,Men,C,D,B,E,B,C,C,A,C,A,E,D,A,D,E,E,C,B,E,B,D,B,A,D,C,E,A,C,D,A,B,A
3513,Freshman,Thayer,Male,Women,C,A,E,C,C,E,A,D,C,E,A,D,D,C,B,C,A,A,A,B,E,E,E,C,B,B,B,B,B,B,A,C
3514,Senior,Leverett,Male,Women,B,C,C,C,C,B,E,D,A,B,A,C,C,A,C,C,B,D,E,A,C,C,B,A,B,B,A,D,B,B,B,B
3515,Freshman,Hurlbut,Female,Men,B,C,A,C,C,B,A,A,A,B,C,B,E,D,B,A,B,D,E,A,D,B,B,B,B,B,B,A,D,D,B,B
3516,Grad Student,None,Female,Both,D,E,A,D,A,C,B,A,D,B,A,B,E,B,A,C,C,C,E,C,D,E,B,C,E,A,E,A,B,D,B,A
3517,Senior,Lowell,Male,Women,C,E,B,C,C,C,A,A,E,E,D,A,E,C,B,A,D,C,E,B,D,C,D,B,D,D,B,B,B,B,A,D
3518,Grad Student,None,Male,Women,A,C,D,B,E,E,E,C,D,B,A,B,E,C,E,A,E,A,E,E,D,D,B,D,C,B,B,D,B,D,B,D
3519,Freshman,Straus,Male,Women,B,A,B,C,D,E,A,E,C,A,C,A,B,B,E,D,B,C,E,D,E,B,D,E,E,E,A,E,B,D,A,C
3520,Junior,Cabot,Female,Men,C,C,D,E,E,E,E,D,A,C,D,E,E,D,E,B,C,A,E,A,E,B,D,C,D,B,B,B,D,E,B,C
3522,Freshman,Weld,Female,Both,A,D,A,B,B,B,B,B,B,E,C,D,C,D,E,A,C,D,E,A,D,A,B,A,C,A,B,C,B,B,C,B
3523,Junior,Quincy,Male,Men,C,C,C,E,C,D,A,E,C,D,A,B,D,C,B,E,B,D,B,A,D,D,D,E,C,C,C,C,D,C,A,A
3524,Freshman,Matthews,Female,Men,C,B,B,C,B,C,A,A,A,E,D,B,E,E,B,E,C,B,A,B,D,C,B,A,D,B,A,E,D,E,C,E
3525,Senior,Kirkland,Male,Men,B,A,A,E,E,C,C,B,C,D,E,C,B,A,A,C,B,D,E,C,D,D,A,D,D,B,C,A,B,C,C,E
3526,Freshman,Thayer,Female,Men,B,A,C,C,E,D,C,B,D,B,D,C,B,A,D,D,A,C,A,E,E,B,A,E,B,D,A,B,D,A,B,A
3527,Senior,Kirkland,Female,Men,C,A,A,C,C,C,E,A,A,B,D,B,D,D,B,E,C,B,E,A,D,D,D,B,B,C,E,E,D,D,A,E
3528,Senior,Quincy,Female,Men,C,A,C,C,B,C,A,D,A,C,D,E,C,D,B,A,B,A,E,C,A,C,D,B,D,B,B,A,D,D,A,B
3530,Senior,Winthrop,Female,Both,A,A,E,A,B,B,A,B,A,A,C,D,A,D,D,D,D,D,C,E,B,B,D,E,A,B,B,B,D,C,E,D
3532,Freshman,Weld,Female,Men,D,A,C,B,A,D,A,E,A,D,A,C,E,B,B,B,D,A,D,C,A,D,C,B,D,C,B,B,B,A,B,C
3533,Senior,Currier,Female,Men,A,A,D,C,E,B,A,A,A,B,D,B,D,B,E,B,B,D,E,B,D,D,B,C,B,A,A,D,D,E,A,C
3534,Sophomore,Quincy,Female,Both,C,E,B,A,C,B,B,C,B,A,A,E,A,D,B,D,B,D,E,A,E,A,E,D,C,B,D,A,A,C,A,E
3536,Freshman,Lionel,Male,Women,D,C,D,B,D,C,E,E,C,C,C,C,D,A,B,A,A,E,D,E,B,A,D,B,E,E,C,B,B,C,D,C
3537,Freshman,Straus,Female,Men,C,E,A,A,E,A,A,A,B,D,C,D,B,A,E,D,C,D,B,B,E,C,D,D,B,B,B,C,D,B,C,B
3540,Senior,Cabot,Male,Women,D,C,A,A,E,C,D,C,C,B,B,A,E,C,E,A,B,D,B,B,D,C,E,A,B,B,E,A,D,D,A,E
3541,Sophomore,Kirkland,Male,Women,C,D,C,C,D,C,A,D,A,B,E,C,D,E,D,A,E,C,E,B,C,B,D,A,B,A,E,E,B,C,C,E
3542,Freshman,Thayer,Male,Women,A,E,B,E,B,C,E,D,E,E,B,A,B,C,A,D,D,E,E,D,D,A,C,E,C,B,E,C,D,B,B,E
3543,Junior,Lowell,Male,Women,B,A,C,C,C,C,A,C,A,D,D,B,B,C,B,E,C,D,E,E,D,C,E,B,D,A,E,C,D,D,A,A
3544,Junior,Leverett,Female,Men,B,D,C,B,E,B,D,C,B,B,A,C,D,C,B,C,E,A,E,C,D,D,A,C,B,B,C,A,B,A,B,D
3545,Junior,Adams,Female,Men,A,D,B,C,C,B,A,D,B,D,D,E,E,D,E,C,C,A,B,E,C,B,D,C,E,D,B,B,D,A,B,D
3546,Junior,Pforzheimer,Female,Men,C,E,E,C,B,C,C,C,A,C,D,B,D,E,C,E,C,E,C,C,D,B,D,B,D,E,D,D,A,E,A,E
3547,Senior,Cabot,Female,Men,B,A,E,A,B,C,A,C,A,C,D,D,E,B,E,E,E,A,E,C,D,C,E,D,B,C,A,E,D,D,A,B
3548,Sophomore,Dunster,Male,Women,A,E,C,C,E,C,D,A,C,B,C,A,E,A,B,D,E,D,E,C,C,B,E,A,B,E,C,C,C,A,E,B
3551,Senior,Currier,Female,Men,C,D,B,A,B,B,A,D,A,E,D,B,E,A,B,A,A,B,E,A,D,A,B,D,D,B,B,D,D,E,B,B
3553,Junior,Dunster,Female,Men,E,D,E,C,D,B,A,E,C,D,D,E,A,D,B,C,C,C,E,B,D,A,B,D,E,B,E,A,D,B,B,E
3554,Senior,Lowell,Female,Women,B,E,A,E,C,D,A,C,E,B,B,D,E,E,D,E,E,C,A,B,D,C,A,C,C,B,B,E,D,D,E,B
3555,Freshman,Straus,Male,Women,A,A,D,C,C,C,A,E,E,D,D,C,D,B,C,A,A,C,E,B,D,D,D,B,B,D,B,A,B,C,A,D
3556,Junior,Eliot,Female,Men,C,A,C,A,B,E,B,D,A,D,C,C,B,C,D,A,E,C,A,A,D,A,A,D,C,C,A,D,D,D,A,D
3557,Freshman,Canaday,Male,Women,D,B,D,D,D,B,B,A,A,B,C,C,D,E,B,C,D,B,D,A,B,B,B,A,B,B,D,A,C,B,B,D
3558,Alum,Lowell,Male,Women,C,B,C,E,C,E,B,E,C,B,E,A,A,C,E,C,B,D,A,B,B,A,C,E,B,A,C,D,A,B,C,D
3559,Freshman,Pennypacker,Female,Men,D,B,D,C,E,B,D,B,A,D,B,E,B,E,B,C,E,D,E,E,B,B,B,D,D,D,A,A,C,C,C,D
3560,Freshman,Matthews,Male,Both,C,D,A,E,D,E,D,E,C,B,C,E,D,C,D,C,E,E,D,B,E,D,D,C,C,D,C,C,C,C,E,E
3561,Sophomore,Kirkland,Female,Men,A,A,C,B,C,B,C,A,A,D,C,C,D,A,B,A,C,B,B,C,A,A,B,C,C,D,C,A,A,A,B,E
3563,Sophomore,Quincy,Male,Women,E,D,D,E,E,E,A,E,B,E,B,C,B,D,D,E,D,C,E,C,D,E,D,B,C,B,D,B,B,C,A,C
3564,Sophomore,Dunster,Female,Both,A,C,E,C,C,B,A,B,D,C,B,C,E,E,B,A,D,D,B,B,C,D,D,B,D,B,E,A,D,E,A,B
3565,Freshman,Hollis,Male,Women,A,A,C,A,E,B,E,C,C,B,A,D,D,A,C,A,E,B,B,C,E,D,B,D,B,D,C,A,B,C,B,E
3566,Sophomore,Dunster,Female,Men,D,D,E,A,D,D,A,C,C,C,A,C,D,D,B,A,B,A,D,A,D,C,D,C,D,D,E,E,A,D,A,C
3567,Sophomore,Leverett,Female,Both,C,D,B,B,C,B,A,D,E,E,D,D,E,E,D,C,B,C,D,E,B,B,D,C,E,A,A,A,A,B,A,E
3568,Sophomore,Leverett,Female,Men,E,A,E,C,C,B,A,D,A,D,D,B,B,B,D,D,B,C,E,D,D,C,E,E,B,A,A,D,C,C,B,B
3569,Sophomore,Quincy,Male,Women,E,B,B,C,B,B,D,D,B,D,D,B,D,E,D,E,C,D,A,B,C,C,C,E,A,B,A,D,E,B,A,B
3570,Sophomore,Cabot,Female,Men,B,A,C,C,A,C,A,A,D,D,D,E,D,B,D,B,B,C,C,D,E,D,B,C,B,B,D,D,A,A,E,B
3571,Senior,Winthrop,Female,Men,B,B,A,A,B,B,A,C,A,E,A,E,B,D,E,B,C,A,A,C,D,E,D,A,D,D,A,C,E,B,B,C
3573,Freshman,Matthews,Male,Women,C,A,C,A,C,C,A,D,A,D,C,D,D,C,E,A,C,C,C,B,B,C,B,D,E,B,A,E,A,C,A,C
3574,Freshman,Wigglesworth,Male,Women,A,A,B,C,C,C,D,C,A,B,D,A,D,C,B,E,C,D,E,A,C,D,E,A,C,C,E,A,C,B,A,E
3575,Freshman,Thayer,Female,Men,B,C,C,A,B,B,C,B,A,A,E,B,B,B,C,B,B,A,C,A,C,B,D,B,B,A,D,E,B,C,A,D
3576,Junior,Eliot,Female,Women,B,A,C,A,C,B,A,A,A,D,B,B,B,C,C,E,C,B,D,A,B,E,B,D,A,A,E,A,A,D,C,D
3577,Freshman,Wigglesworth,Female,Men,D,A,E,C,C,D,A,A,C,C,C,B,E,D,D,C,D,A,B,B,C,E,B,D,B,C,E,B,D,C,B,B
3578,Junior,Leverett,Male,Women,B,A,D,C,C,E,E,D,A,A,D,D,A,C,B,C,B,D,E,B,C,B,C,D,B,B,B,A,D,A,B,C
3579,Freshman,Lionel,Female,Men,A,A,C,C,D,B,B,A,A,E,B,B,B,C,E,B,E,E,E,B,D,B,C,E,E,E,B,D,B,C,A,A
3580,Sophomore,Eliot,Male,Women,C,B,C,E,B,E,A,E,A,D,E,E,A,C,E,D,E,A,A,D,A,A,D,E,D,D,D,B,B,D,C,C
3581,Freshman,Hollis,Female,Men,A,A,E,C,E,C,A,A,D,D,C,D,B,B,A,E,B,D,C,A,D,B,B,E,A,D,B,D,C,A,B,A
3582,Junior,Winthrop,Female,Men,E,E,A,C,E,B,A,A,C,D,E,B,D,D,D,C,C,C,E,C,D,A,B,D,D,D,E,C,A,B,B,E
3583,Freshman,Matthews,Female,Men,C,E,B,E,C,C,A,D,C,D,D,E,E,D,A,A,D,A,E,E,A,C,D,D,B,B,C,B,B,C,A,A
3584,Junior,Leverett,Female,Men,C,A,E,D,C,E,A,A,A,E,C,D,B,D,B,B,B,A,E,E,D,A,B,A,D,B,C,C,A,D,A,A
3585,Sophomore,Currier,Female,Men,A,A,A,C,E,A,A,A,C,A,A,E,B,D,E,C,B,B,E,C,E,C,B,E,A,D,E,D,A,A,B,A
3586,Freshman,Canaday,Female,Men,C,C,A,C,B,B,C,A,A,D,D,C,D,C,B,B,E,E,E,C,D,B,A,C,B,B,E,C,A,E,B,B
3587,Sophomore,Cabot,Male,Women,A,A,A,C,C,C,A,E,C,A,C,A,B,C,D,B,B,E,C,C,C,B,A,B,E,E,D,B,B,C,C,C
3589,Sophomore,Mather,Female,Men,C,D,E,C,C,B,A,C,B,B,B,C,B,D,E,C,E,D,B,A,D,A,D,B,B,E,C,C,B,E,A,E
3590,Sophomore,Quincy,Male,Women,A,C,D,E,D,D,E,B,C,B,D,C,C,C,A,A,E,E,C,C,A,D,C,D,A,B,C,A,A,B,C,D
3591,Senior,Quincy,Male,Women,B,A,A,C,C,B,C,A,A,D,D,A,A,B,D,C,D,E,B,C,B,B,E,B,B,B,E,D,B,B,B,D
3592,Senior,Eliot,Male,Women,E,D,E,C,D,E,D,E,E,C,C,E,C,E,A,A,B,D,B,B,C,A,C,C,B,A,D,E,D,E,B,B
3594,Sophomore,Pforzheimer,Male,Women,C,A,E,A,B,D,A,A,A,B,C,D,D,C,B,C,C,A,E,B,C,B,E,B,B,D,A,E,C,D,A,E
3595,Sophomore,Leverett,Female,Men,C,D,A,C,C,E,A,A,A,D,D,D,E,D,B,A,D,C,D,C,D,B,A,D,D,E,A,B,B,E,A,C
3596,Sophomore,Adams,Female,Men,C,A,B,A,C,C,B,A,A,D,B,B,A,D,E,A,C,D,B,B,E,B,D,A,D,E,A,E,E,B,A,C
3597,Junior,Adams,Female,Men,C,E,E,B,C,B,A,B,D,E,B,A,C,B,A,C,C,B,B,D,A,C,C,B,B,D,C,B,A,E,D,A
3598,Sophomore,Lowell,Female,Men,C,B,A,C,A,B,A,B,A,D,C,C,A,D,D,C,C,D,D,B,D,B,D,B,B,B,E,D,D,E,C,B
3599,Sophomore,Kirkland,Male,Women,A,C,A,E,C,C,A,D,A,E,C,B,B,C,E,A,C,D,E,B,D,C,A,D,B,C,E,B,D,A,A,C
3600,Freshman,Pennypacker,Male,Women,C,A,C,A,A,C,C,A,C,B,D,C,D,D,B,C,E,E,B,C,D,D,D,B,B,A,A,C,D,E,C,E
3601,Freshman,Straus,Female,Both,B,C,C,A,C,B,A,C,A,E,D,C,B,E,B,E,C,B,E,D,C,B,B,D,B,B,C,D,B,C,A,C
3602,Senior,Pforzheimer,Male,Women,C,D,B,E,B,C,A,C,B,B,C,A,E,D,E,B,C,D,E,D,B,D,E,A,B,C,C,A,D,B,E,A
3603,Freshman,Greenough,Female,Men,D,B,C,A,E,A,A,C,A,A,A,B,E,D,B,A,E,D,B,A,D,C,C,D,B,C,D,B,B,B,A,C
3604,Freshman,Grays,Female,Men,A,E,A,A,B,A,A,A,C,E,D,B,A,D,E,B,E,D,A,A,C,B,D,B,D,C,E,A,B,B,B,B
3605,Sophomore,Kirkland,Female,Men,C,B,E,D,B,D,D,A,A,C,D,B,E,C,B,A,B,A,D,A,B,C,A,A,E,B,D,A,D,B,C,C
3606,Junior,Mather,Male,Women,B,E,C,C,A,B,A,C,B,D,B,B,A,E,E,A,B,D,D,C,C,C,B,B,B,D,E,D,D,D,B,D
3607,Freshman,Wigglesworth,Female,Both,E,E,B,A,B,B,A,E,E,D,B,B,E,E,E,B,C,D,B,B,D,D,D,D,C,A,C,A,C,D,A,E
3608,Freshman,Thayer,Female,Men,B,A,A,C,C,B,A,D,C,B,C,B,E,D,E,B,E,A,B,B,D,B,E,C,D,D,B,B,D,E,A,A
3609,Sophomore,Leverett,Male,Women,C,D,A,B,B,B,C,C,A,C,B,E,E,B,E,D,E,E,D,A,A,E,B,B,E,A,A,D,A,A,B,D
3610,Junior,Adams,Female,Both,A,A,B,A,B,B,B,D,A,E,A,E,C,D,C,E,B,C,A,A,C,D,B,D,D,B,B,D,D,D,A,B
3611,Junior,Mather,Female,Men,C,D,E,C,C,C,A,D,D,B,E,B,E,B,B,E,B,D,C,A,D,B,B,B,B,C,C,B,E,B,A,B
3612,Alum,None,Male,Women,D,C,C,C,C,A,C,B,A,B,B,E,C,C,D,D,E,D,E,D,C,D,A,B,B,E,A,A,C,A,B,B
3613,Senior,Mather,Female,Men,C,D,C,C,A,B,C,A,E,D,B,B,A,D,B,C,E,D,B,C,D,A,A,A,B,C,A,A,D,E,A,D
3614,Junior,Mather,Female,Men,C,D,E,A,E,B,A,C,D,C,E,E,E,A,A,A,C,C,D,B,E,D,B,A,B,B,E,D,B,D,A,E
3616,Freshman,Thayer,Male,Women,C,A,E,C,E,C,A,C,A,D,D,B,E,C,E,E,C,A,D,D,C,B,D,A,D,A,E,A,D,E,B,B
3617,Freshman,Stoughton,Male,Men,C,A,A,A,B,B,A,A,C,D,B,B,A,A,B,C,E,B,A,D,A,A,A,B,D,D,A,D,A,B,B,E
3618,Sophomore,Dunster,Female,Men,C,D,B,A,B,E,A,A,E,A,C,E,B,E,E,A,D,A,E,E,D,A,B,D,D,D,B,B,D,C,C,E
3619,Freshman,Thayer,Male,Women,B,A,E,C,B,D,E,E,A,D,B,C,B,C,E,B,C,C,E,A,D,A,D,C,B,B,E,D,C,D,B,B
3621,Sophomore,Adams,Female,Both,E,A,E,C,E,E,B,E,D,E,A,A,B,B,C,C,E,B,E,B,E,B,E,B,B,B,B,A,B,C,A,E
3622,Sophomore,Cabot,Female,Men,C,A,E,E,C,E,A,A,D,D,C,E,E,B,E,A,D,E,E,E,E,B,D,B,D,D,E,D,D,A,E,E
3623,Senior,Dunster,Male,Women,D,A,E,E,E,B,D,C,B,B,A,A,C,B,C,C,E,A,E,E,C,A,B,B,E,A,B,D,A,D,C,E
3624,Junior,Leverett,Male,Women,B,B,E,A,B,E,D,A,D,D,D,C,E,C,D,D,B,A,E,E,D,E,D,C,C,B,E,E,E,B,A,C
3625,Sophomore,Winthrop,Male,Women,E,B,E,C,D,C,D,E,A,D,C,E,C,E,D,A,D,E,A,D,A,D,B,D,A,C,A,A,B,A,E,E
3626,Junior,Leverett,Female,Men,B,A,E,C,D,B,E,B,D,A,C,B,E,C,B,E,D,A,B,B,C,D,B,B,B,C,A,A,B,C,A,E
3627,Freshman,Thayer,Male,Women,D,A,C,E,C,C,A,D,E,B,B,A,B,E,C,E,D,E,C,E,C,D,D,B,C,E,B,E,C,E,C,B
3628,Junior,Leverett,Male,Women,B,E,E,D,B,E,A,A,A,B,D,A,A,B,D,B,E,C,E,E,D,E,D,C,D,B,E,D,B,D,B,E
3629,Freshman,Canaday,Female,Men,C,A,E,A,A,C,C,D,A,C,B,B,E,A,D,A,E,C,D,E,D,E,B,B,A,A,D,D,B,A,A,B
3630,Sophomore,Winthrop,Female,Men,C,C,C,E,C,B,A,A,A,C,B,B,B,C,B,D,B,A,D,B,D,D,D,A,B,D,A,E,B,D,B,D
3631,Senior,Eliot,Male,Women,C,D,C,E,C,B,A,D,D,C,A,B,C,E,D,A,B,D,C,E,D,A,D,A,D,B,C,E,B,D,C,A
3632,Junior,Leverett,Male,Both,D,D,C,A,A,C,B,D,A,C,C,B,A,A,E,D,A,A,D,B,B,A,B,E,A,B,D,C,B,D,A,A
3633,Junior,Leverett,Male,Women,D,D,E,A,A,E,C,E,C,E,C,E,A,B,D,D,E,D,E,B,E,E,E,B,B,B,A,D,B,B,A,E
3634,Junior,Leverett,Male,Women,A,A,E,A,C,D,A,E,A,C,C,A,B,C,D,B,E,A,B,B,D,D,D,B,B,B,A,A,B,A,C,A
3635,Junior,Leverett,Female,Men,A,A,B,A,E,A,A,C,E,D,D,D,C,B,A,E,B,C,E,E,D,C,D,D,C,E,C,C,D,B,B,E
3636,Senior,Dunster,Female,Men,A,A,C,A,D,B,A,E,C,C,D,A,A,B,C,C,E,E,E,C,C,C,D,D,B,D,B,B,B,C,A,E
3638,Freshman,Wigglesworth,Female,Men,A,A,E,A,B,A,A,A,A,C,C,D,E,A,C,D,B,B,D,C,D,B,A,B,E,B,B,A,D,D,B,B
3639,Freshman,Hollis,Female,Men,B,A,A,A,C,C,C,D,A,B,D,E,D,D,E,C,B,A,D,B,D,D,D,D,E,D,A,A,A,C,B,E
3640,Senior,Dunster,Female,Men,E,B,C,A,C,D,C,A,E,D,E,B,D,E,E,B,C,B,E,B,C,B,A,E,C,D,B,B,D,B,C,C
3642,Freshman,Wigglesworth,Male,Women,D,D,B,C,C,E,A,C,A,D,C,B,A,B,E,B,E,D,E,A,A,C,A,A,B,B,C,E,A,B,B,C
3643,Freshman,Matthews,Female,Men,A,A,C,A,E,B,B,C,A,D,D,B,A,C,B,C,B,D,D,E,C,A,B,D,B,D,E,C,B,A,B,E
3644,Sophomore,Adams,Male,Women,C,D,B,A,D,B,B,C,C,A,D,B,A,D,B,B,E,D,C,A,E,A,C,C,C,C,B,D,B,B,A,E
3645,Sophomore,Adams,Female,Women,A,D,C,E,B,C,B,D,E,D,C,E,C,B,E,A,E,B,C,A,D,C,D,D,D,C,C,E,B,D,A,B
3646,Junior,None,Male,Women,A,B,C,C,B,D,B,D,B,A,D,B,D,C,A,D,E,D,B,A,D,B,B,B,B,B,E,A,A,B,B,E
3647,Sophomore,Cabot,Male,Women,E,B,D,A,E,B,E,C,A,D,A,C,D,B,C,C,D,E,B,E,B,D,E,E,E,E,E,A,C,B,A,D
3649,Senior,Leverett,Female,Men,B,A,A,C,D,C,A,D,C,A,B,E,B,D,B,D,E,C,E,B,C,B,D,A,B,E,A,C,B,B,B,E
3650,Freshman,Mass Hall,Male,Women,B,C,C,B,C,B,E,C,A,D,B,B,C,B,E,E,B,A,D,A,C,B,D,C,D,B,C,A,E,D,B,B
3651,Sophomore,Currier,Male,Men,B,D,B,B,B,C,A,A,A,D,B,D,C,B,A,E,D,D,E,E,D,D,D,B,C,D,A,A,A,E,A,C
3653,Senior,Cabot,Male,Women,C,A,E,E,B,E,A,A,C,D,E,E,C,D,D,C,E,B,E,E,D,D,D,B,B,B,E,E,A,B,B,E
3654,Freshman,Grays,Female,Men,B,A,C,C,C,D,A,D,E,D,B,E,C,C,B,A,B,C,D,E,D,D,B,D,D,A,B,E,D,E,C,E
3655,Junior,Leverett,Male,Women,D,C,E,B,B,E,B,B,A,A,B,A,E,C,B,A,B,A,E,E,C,B,E,A,B,A,C,C,D,D,C,B
3656,Senior,Dunster,Female,Men,C,D,A,A,B,B,A,A,A,A,D,C,A,D,B,B,E,A,D,B,D,D,B,A,B,D,E,C,B,C,C,B
3657,Sophomore,Cabot,Female,Men,C,B,E,A,C,D,A,A,A,D,B,C,A,D,D,A,E,C,B,C,D,B,C,C,D,B,E,D,B,C,C,E
3658,Junior,Pforzheimer,Male,Women,C,C,B,A,C,B,A,D,A,E,D,D,A,C,E,D,C,B,E,E,D,A,C,A,D,B,A,C,D,A,B,C
3659,Freshman,Canaday,Female,Men,C,A,B,A,E,B,A,A,B,E,E,E,B,C,C,E,C,A,A,A,D,D,D,D,B,B,C,A,B,A,A,A
3660,Freshman,Stoughton,Male,Women,A,A,A,A,B,B,A,B,A,D,C,C,C,C,B,E,B,B,D,B,C,C,E,C,B,B,A,A,D,E,B,B
3661,Sophomore,Lowell,Male,Women,A,A,B,A,B,C,E,C,A,B,C,E,C,D,B,B,B,D,E,E,E,B,B,D,C,D,C,C,C,A,A,C
3663,Junior,Leverett,Male,Women,D,D,E,E,B,B,D,D,E,C,A,C,B,E,D,E,D,D,E,B,A,B,B,E,C,B,E,A,B,E,C,E
3667,Senior,Pforzheimer,Male,Women,C,B,B,C,B,E,B,D,A,E,A,A,C,C,B,A,C,A,C,B,E,A,E,A,D,E,E,C,A,E,D,B
3668,Junior,Quincy,Male,Men,C,D,A,C,E,A,D,A,C,D,C,E,A,A,E,B,E,D,D,B,D,B,A,D,C,A,E,A,B,D,D,A
3669,Senior,Quincy,Female,Men,C,D,C,C,B,E,C,A,D,E,E,E,B,B,E,B,B,C,E,B,C,B,E,B,C,C,D,E,A,D,C,A
3670,Sophomore,Leverett,Female,Men,B,C,E,A,E,B,C,E,C,A,C,D,B,B,C,C,A,E,C,E,C,D,D,B,D,D,A,B,D,C,D,C
3671,Junior,Quincy,Female,Both,B,B,E,A,E,C,A,C,D,A,C,C,B,B,C,E,D,C,C,E,D,C,D,D,D,D,A,D,B,A,D,E
3672,Senior,Kirkland,Female,Men,C,A,E,A,B,B,A,A,C,D,D,D,A,D,D,A,C,B,B,A,D,C,D,C,B,B,E,E,D,A,A,B
3673,Junior,Quincy,Female,Men,D,C,A,B,B,A,C,D,D,B,C,D,C,C,B,C,E,D,E,D,D,D,A,B,D,B,B,B,E,C,B,A
3674,Sophomore,Adams,Female,Men,A,A,E,A,E,C,A,A,A,E,C,D,E,C,E,A,E,B,D,E,C,A,D,E,C,E,E,E,B,D,A,E
3676,Junior,Eliot,Male,Women,A,D,D,C,B,B,A,D,C,B,A,B,D,A,D,C,E,E,E,B,D,B,B,C,B,B,E,B,B,D,B,E
3677,Grad Student,None,Male,Men,B,E,B,C,C,C,A,D,B,A,D,D,B,A,A,B,D,D,E,A,D,C,A,B,C,B,A,C,A,A,B,E
3678,Senior,Mather,Female,Men,C,D,A,E,B,C,A,B,D,B,D,B,E,A,E,B,D,E,E,D,B,B,D,B,E,E,C,B,A,A,C,A
